user_id,mandate_attempt_datetime,day_of_week,hour_of_day,setup_status,failure_reason
U0406,2026-01-13 01:13:00,Tuesday,1,Success,
U0407,2026-02-03 23:51:00,Tuesday,23,Failed,Bank_Timeout
U0408,2026-02-25 09:12:00,Wednesday,9,Success,
U0409,2026-02-08 09:39:00,Sunday,9,Failed,Bank_Timeout
U0410,2026-01-06 15:43:00,Tuesday,15,Success,
U0411,2026-01-31 01:06:00,Saturday,1,Success,
U0412,2026-02-10 21:29:00,Tuesday,21,Success,
U0413,2026-01-27 20:40:00,Tuesday,20,Failed,Bank_Timeout
U0414,2026-02-08 02:55:00,Sunday,2,Success,
U0415,2026-01-23 14:44:00,Friday,14,Success,
U0416,2026-02-01 07:29:00,Sunday,7,Failed,VPA_Invalid
U0417,2026-01-17 04:31:00,Saturday,4,Failed,VPA_Invalid
U0418,2026-01-06 13:56:00,Tuesday,13,Success,
U0419,2026-02-17 00:30:00,Tuesday,0,Failed,VPA_Invalid
U0420,2026-02-08 22:35:00,Sunday,22,Failed,VPA_Invalid
U0421,2026-02-25 17:14:00,Wednesday,17,Failed,VPA_Invalid
U0422,2026-01-11 10:53:00,Sunday,10,Failed,Incorrect_UPI_PIN
U0423,2026-02-24 13:17:00,Tuesday,13,Failed,VPA_Invalid
U0424,2026-02-05 02:33:00,Thursday,2,Success,
U0425,2026-02-21 16:12:00,Saturday,16,Failed,Bank_Timeout
U0426,2026-01-14 13:45:00,Wednesday,13,Failed,Bank_Timeout
U0427,2026-02-25 22:53:00,Wednesday,22,Failed,VPA_Invalid
U0428,2026-02-17 19:57:00,Tuesday,19,Success,
U0429,2026-02-13 17:41:00,Friday,17,Failed,Incorrect_UPI_PIN
U0430,2026-01-29 09:45:00,Thursday,9,Failed,VPA_Invalid
U0431,2026-01-23 13:32:00,Friday,13,Failed,Bank_Timeout
U0432,2026-01-02 15:14:00,Friday,15,Success,
U0433,2026-01-17 17:15:00,Saturday,17,Failed,Bank_Timeout
U0434,2026-01-07 01:35:00,Wednesday,1,Failed,Bank_Timeout
U0435,2026-02-22 11:56:00,Sunday,11,Success,
U0436,2026-01-18 11:27:00,Sunday,11,Success,
U0437,2026-02-26 00:52:00,Thursday,0,Failed,Bank_Timeout
U0438,2026-01-01 10:31:00,Thursday,10,Failed,Bank_Timeout
U0439,2026-01-16 22:34:00,Friday,22,Success,
U0440,2026-01-22 07:16:00,Thursday,7,Failed,Incorrect_UPI_PIN
U0441,2026-01-27 05:57:00,Tuesday,5,Success,
U0442,2026-01-01 12:23:00,Thursday,12,Success,
U0443,2026-02-16 08:41:00,Monday,8,Failed,VPA_Invalid
U0444,2026-02-17 03:36:00,Tuesday,3,Failed,Bank_Timeout
U0445,2026-01-31 07:51:00,Saturday,7,Success,
U0446,2026-01-31 01:55:00,Saturday,1,Success,
U0447,2026-01-18 11:23:00,Sunday,11,Failed,Bank_Timeout
U0448,2026-02-23 03:52:00,Monday,3,Success,
U0449,2026-02-03 02:57:00,Tuesday,2,Failed,Bank_Timeout
U0450,2026-02-07 10:03:00,Saturday,10,Success,
U0451,2026-01-13 07:36:00,Tuesday,7,Failed,VPA_Invalid
U0452,2026-02-20 22:15:00,Friday,22,Success,
U0453,2026-01-06 20:35:00,Tuesday,20,Success,
U0454,2026-02-27 23:39:00,Friday,23,Success,
U0455,2026-01-23 08:29:00,Friday,8,Failed,Incorrect_UPI_PIN
U0456,2026-02-28 18:46:00,Saturday,18,Success,
U0457,2026-01-05 02:04:00,Monday,2,Failed,Incorrect_UPI_PIN
U0458,2026-02-23 07:37:00,Monday,7,Failed,Incorrect_UPI_PIN
U0459,2026-02-22 16:55:00,Sunday,16,Failed,Incorrect_UPI_PIN
U0460,2026-01-31 11:42:00,Saturday,11,Success,
U0461,2026-02-05 18:02:00,Thursday,18,Success,
U0462,2026-02-11 23:11:00,Wednesday,23,Success,
U0463,2026-02-21 19:44:00,Saturday,19,Failed,Incorrect_UPI_PIN
U0464,2026-02-12 05:30:00,Thursday,5,Failed,Incorrect_UPI_PIN
U0465,2026-01-09 06:36:00,Friday,6,Failed,VPA_Invalid
U0466,2026-02-21 19:24:00,Saturday,19,Failed,Incorrect_UPI_PIN
U0467,2026-02-03 23:54:00,Tuesday,23,Failed,VPA_Invalid
U0468,2026-01-12 12:05:00,Monday,12,Success,
U0469,2026-01-17 03:07:00,Saturday,3,Failed,Incorrect_UPI_PIN
U0470,2026-02-01 12:14:00,Sunday,12,Success,
U0471,2026-02-11 03:17:00,Wednesday,3,Failed,Incorrect_UPI_PIN
U0472,2026-02-17 07:05:00,Tuesday,7,Success,
U0473,2026-02-04 08:40:00,Wednesday,8,Failed,Bank_Timeout
U0474,2026-02-10 23:46:00,Tuesday,23,Success,
U0475,2026-01-26 05:22:00,Monday,5,Success,
U0476,2026-01-24 03:45:00,Saturday,3,Failed,Incorrect_UPI_PIN
U0477,2026-02-22 20:36:00,Sunday,20,Success,
U0478,2026-02-19 01:53:00,Thursday,1,Failed,Bank_Timeout
U0479,2026-02-08 20:06:00,Sunday,20,Failed,Incorrect_UPI_PIN
U0480,2026-02-13 15:56:00,Friday,15,Failed,VPA_Invalid
U0481,2026-02-24 21:36:00,Tuesday,21,Success,
U0482,2026-02-10 01:25:00,Tuesday,1,Success,
U0483,2026-01-08 17:15:00,Thursday,17,Success,
U0484,2026-02-11 16:47:00,Wednesday,16,Failed,Incorrect_UPI_PIN
U0485,2026-02-10 03:23:00,Tuesday,3,Success,
U0486,2026-02-03 06:35:00,Tuesday,6,Success,
U0487,2026-03-01 16:28:00,Sunday,16,Success,
U0488,2026-01-04 14:03:00,Sunday,14,Failed,Bank_Timeout
U0489,2026-02-07 02:53:00,Saturday,2,Success,
U0490,2026-01-17 16:57:00,Saturday,16,Failed,Bank_Timeout
U0491,2026-01-11 19:06:00,Sunday,19,Success,
U0492,2026-01-05 14:57:00,Monday,14,Failed,Incorrect_UPI_PIN
U0493,2026-02-20 14:35:00,Friday,14,Failed,Bank_Timeout
U0494,2026-01-31 14:01:00,Saturday,14,Success,
U0495,2026-01-31 19:26:00,Saturday,19,Success,
U0496,2026-01-04 21:56:00,Sunday,21,Success,
U0497,2026-02-14 02:42:00,Saturday,2,Failed,Bank_Timeout
U0498,2026-02-20 22:54:00,Friday,22,Success,
U0499,2026-02-28 11:14:00,Saturday,11,Failed,Bank_Timeout
U0500,2026-01-01 19:20:00,Thursday,19,Failed,Incorrect_UPI_PIN
U0501,2026-02-08 23:15:00,Sunday,23,Success,
U0502,2026-02-05 15:01:00,Thursday,15,Success,
U0503,2026-01-15 14:28:00,Thursday,14,Success,
U0504,2026-01-20 07:04:00,Tuesday,7,Failed,VPA_Invalid
U0505,2026-01-09 02:13:00,Friday,2,Success,
U0506,2026-02-28 08:45:00,Saturday,8,Failed,Bank_Timeout
U0507,2026-01-18 21:50:00,Sunday,21,Success,
U0508,2026-01-06 03:38:00,Tuesday,3,Success,
U0509,2026-01-15 21:54:00,Thursday,21,Success,
U0510,2026-01-12 18:53:00,Monday,18,Failed,Bank_Timeout
U0511,2026-01-29 15:43:00,Thursday,15,Failed,VPA_Invalid
U0512,2026-03-01 03:16:00,Sunday,3,Success,
U0513,2026-02-27 01:00:00,Friday,1,Failed,Bank_Timeout
U0514,2026-01-17 19:07:00,Saturday,19,Success,
U0515,2026-02-05 16:23:00,Thursday,16,Failed,Bank_Timeout
U0516,2026-01-12 14:08:00,Monday,14,Success,
U0517,2026-01-21 05:52:00,Wednesday,5,Failed,Bank_Timeout
U0518,2026-02-18 16:15:00,Wednesday,16,Failed,Bank_Timeout
U0519,2026-01-14 00:01:00,Wednesday,0,Failed,Incorrect_UPI_PIN
U0520,2026-01-13 05:44:00,Tuesday,5,Failed,Incorrect_UPI_PIN
U0521,2026-02-17 10:54:00,Tuesday,10,Failed,VPA_Invalid
U0522,2026-02-27 14:41:00,Friday,14,Success,
U0523,2026-02-20 06:38:00,Friday,6,Success,
U0524,2026-01-08 17:04:00,Thursday,17,Success,
U0525,2026-01-18 22:28:00,Sunday,22,Success,
U0526,2026-02-06 05:03:00,Friday,5,Success,
U0527,2026-02-15 10:48:00,Sunday,10,Failed,VPA_Invalid
U0528,2026-01-08 18:52:00,Thursday,18,Failed,Bank_Timeout
U0529,2026-02-07 16:39:00,Saturday,16,Failed,Bank_Timeout
U0530,2026-02-18 15:57:00,Wednesday,15,Failed,VPA_Invalid
U0531,2026-01-07 06:53:00,Wednesday,6,Success,
U0532,2026-02-19 02:53:00,Thursday,2,Failed,Incorrect_UPI_PIN
U0533,2026-02-04 01:34:00,Wednesday,1,Failed,VPA_Invalid
U0534,2026-02-16 16:55:00,Monday,16,Success,
U0535,2026-02-14 06:53:00,Saturday,6,Success,
U0536,2026-01-26 00:09:00,Monday,0,Failed,Incorrect_UPI_PIN
U0537,2026-01-14 05:09:00,Wednesday,5,Failed,VPA_Invalid
U0538,2026-01-01 12:08:00,Thursday,12,Success,
U0539,2026-02-23 03:27:00,Monday,3,Success,
U0540,2026-02-04 18:32:00,Wednesday,18,Success,
U0541,2026-02-03 19:10:00,Tuesday,19,Success,
U0542,2026-01-03 06:15:00,Saturday,6,Success,
U0543,2026-02-05 13:31:00,Thursday,13,Failed,Bank_Timeout
U0544,2026-01-02 04:52:00,Friday,4,Failed,Bank_Timeout
U0545,2026-01-23 10:14:00,Friday,10,Failed,Bank_Timeout
U0546,2026-02-10 10:48:00,Tuesday,10,Success,
U0547,2026-02-06 08:48:00,Friday,8,Failed,Bank_Timeout
U0548,2026-01-22 05:09:00,Thursday,5,Failed,Bank_Timeout
U0549,2026-02-03 08:12:00,Tuesday,8,Failed,Incorrect_UPI_PIN
U0550,2026-01-06 14:31:00,Tuesday,14,Success,
U0551,2026-01-21 03:28:00,Wednesday,3,Failed,Incorrect_UPI_PIN
U0552,2026-01-31 09:06:00,Saturday,9,Failed,Bank_Timeout
U0553,2026-02-04 20:20:00,Wednesday,20,Failed,Bank_Timeout
U0554,2026-02-07 23:42:00,Saturday,23,Failed,Bank_Timeout
U0555,2026-02-26 00:57:00,Thursday,0,Failed,Bank_Timeout
U0556,2026-02-20 04:10:00,Friday,4,Failed,Bank_Timeout
U0557,2026-01-25 20:53:00,Sunday,20,Success,
U0558,2026-02-16 14:36:00,Monday,14,Success,
U0559,2026-02-16 04:27:00,Monday,4,Failed,Bank_Timeout
U0560,2026-01-23 20:41:00,Friday,20,Success,
U0561,2026-01-06 10:42:00,Tuesday,10,Failed,Incorrect_UPI_PIN
U0562,2026-02-21 18:59:00,Saturday,18,Success,
U0563,2026-02-02 10:34:00,Monday,10,Failed,Incorrect_UPI_PIN
U0564,2026-02-08 00:32:00,Sunday,0,Success,
U0565,2026-01-06 08:01:00,Tuesday,8,Failed,VPA_Invalid
U0566,2026-02-04 23:00:00,Wednesday,23,Failed,VPA_Invalid
U0567,2026-02-12 17:51:00,Thursday,17,Failed,Bank_Timeout
U0568,2026-03-01 10:18:00,Sunday,10,Failed,Bank_Timeout
U0569,2026-02-10 02:58:00,Tuesday,2,Failed,Incorrect_UPI_PIN
U0570,2026-02-28 16:38:00,Saturday,16,Failed,VPA_Invalid
U0571,2026-02-26 22:16:00,Thursday,22,Success,
U0572,2026-01-26 11:10:00,Monday,11,Failed,Incorrect_UPI_PIN
U0573,2026-01-15 09:40:00,Thursday,9,Success,
U0574,2026-02-08 20:44:00,Sunday,20,Success,
U0575,2026-01-26 22:56:00,Monday,22,Success,
U0576,2026-01-23 14:11:00,Friday,14,Failed,VPA_Invalid
U0577,2026-01-10 10:21:00,Saturday,10,Failed,Incorrect_UPI_PIN
U0578,2026-01-18 23:39:00,Sunday,23,Failed,VPA_Invalid
U0579,2026-02-27 22:09:00,Friday,22,Failed,Bank_Timeout
U0580,2026-01-03 06:21:00,Saturday,6,Success,
U0581,2026-01-09 15:23:00,Friday,15,Success,
U0582,2026-02-08 17:25:00,Sunday,17,Success,
U0583,2026-01-06 15:24:00,Tuesday,15,Failed,Bank_Timeout
U0584,2026-02-06 22:58:00,Friday,22,Failed,Incorrect_UPI_PIN
U0585,2026-02-09 19:40:00,Monday,19,Success,
U0586,2026-02-02 05:58:00,Monday,5,Success,
U0587,2026-01-18 22:53:00,Sunday,22,Success,
U0588,2026-01-16 13:14:00,Friday,13,Success,
U0589,2026-01-14 18:25:00,Wednesday,18,Failed,VPA_Invalid
U0590,2026-02-12 04:41:00,Thursday,4,Success,
U0591,2026-02-22 21:56:00,Sunday,21,Failed,VPA_Invalid
U0592,2026-01-26 09:11:00,Monday,9,Success,
U0593,2026-02-26 15:29:00,Thursday,15,Success,
U0594,2026-02-17 09:36:00,Tuesday,9,Failed,Incorrect_UPI_PIN
U0595,2026-02-16 12:36:00,Monday,12,Failed,Incorrect_UPI_PIN
U0596,2026-01-01 02:10:00,Thursday,2,Failed,VPA_Invalid
U0597,2026-01-07 12:38:00,Wednesday,12,Success,
U0598,2026-02-10 22:40:00,Tuesday,22,Failed,Bank_Timeout
U0599,2026-02-17 06:06:00,Tuesday,6,Success,
U0600,2026-02-23 13:25:00,Monday,13,Failed,Incorrect_UPI_PIN
U0601,2026-02-13 17:22:00,Friday,17,Success,
U0602,2026-02-20 08:39:00,Friday,8,Failed,Incorrect_UPI_PIN
U0603,2026-02-01 21:49:00,Sunday,21,Success,
U0604,2026-02-03 02:25:00,Tuesday,2,Failed,Incorrect_UPI_PIN
U0605,2026-02-20 12:15:00,Friday,12,Failed,VPA_Invalid
U0606,2026-01-01 07:02:00,Thursday,7,Failed,Bank_Timeout
U0607,2026-01-13 23:57:00,Tuesday,23,Failed,Incorrect_UPI_PIN
U0608,2026-01-08 10:46:00,Thursday,10,Success,
U0609,2026-01-08 20:15:00,Thursday,20,Success,
U0610,2026-01-18 06:31:00,Sunday,6,Failed,Bank_Timeout
U0611,2026-01-10 19:51:00,Saturday,19,Failed,Incorrect_UPI_PIN
U0612,2026-01-25 04:22:00,Sunday,4,Success,
U0613,2026-02-03 00:27:00,Tuesday,0,Failed,VPA_Invalid
U0614,2026-02-23 09:49:00,Monday,9,Failed,VPA_Invalid
U0615,2026-01-27 09:48:00,Tuesday,9,Success,
U0616,2026-01-20 14:45:00,Tuesday,14,Failed,Incorrect_UPI_PIN
U0617,2026-02-28 08:40:00,Saturday,8,Failed,Incorrect_UPI_PIN
U0618,2026-01-22 01:38:00,Thursday,1,Success,
U0619,2026-01-20 21:16:00,Tuesday,21,Failed,VPA_Invalid
U0620,2026-01-15 06:07:00,Thursday,6,Failed,Bank_Timeout
U0621,2026-02-26 03:43:00,Thursday,3,Success,
U0622,2026-02-01 07:51:00,Sunday,7,Failed,Bank_Timeout
U0623,2026-01-24 18:42:00,Saturday,18,Success,
U0624,2026-01-22 16:24:00,Thursday,16,Success,
U0625,2026-01-02 01:46:00,Friday,1,Success,
U0626,2026-01-02 05:34:00,Friday,5,Failed,Bank_Timeout
U0627,2026-01-28 23:49:00,Wednesday,23,Success,
U0628,2026-01-22 05:42:00,Thursday,5,Failed,Bank_Timeout
U0629,2026-02-26 17:54:00,Thursday,17,Failed,VPA_Invalid
U0630,2026-02-24 03:02:00,Tuesday,3,Failed,Incorrect_UPI_PIN
U0631,2026-03-01 21:55:00,Sunday,21,Success,
U0632,2026-02-08 14:54:00,Sunday,14,Failed,Bank_Timeout
U0633,2026-02-07 10:49:00,Saturday,10,Failed,Incorrect_UPI_PIN
U0634,2026-01-26 04:39:00,Monday,4,Failed,Bank_Timeout
U0635,2026-02-28 01:26:00,Saturday,1,Failed,Bank_Timeout
U0636,2026-02-02 05:27:00,Monday,5,Failed,Bank_Timeout
U0637,2026-01-03 07:42:00,Saturday,7,Failed,VPA_Invalid
U0638,2026-02-08 16:59:00,Sunday,16,Failed,Bank_Timeout
U0639,2026-02-26 09:44:00,Thursday,9,Failed,Incorrect_UPI_PIN
U0640,2026-01-22 15:14:00,Thursday,15,Failed,Incorrect_UPI_PIN
U0641,2026-01-02 01:18:00,Friday,1,Success,
U0642,2026-02-23 21:40:00,Monday,21,Success,
U0643,2026-01-27 21:01:00,Tuesday,21,Success,
U0644,2026-01-17 17:07:00,Saturday,17,Failed,Incorrect_UPI_PIN
U0645,2026-02-04 20:58:00,Wednesday,20,Failed,VPA_Invalid
U0646,2026-01-02 20:53:00,Friday,20,Success,
U0647,2026-01-24 11:07:00,Saturday,11,Success,
U0648,2026-01-14 02:41:00,Wednesday,2,Failed,Bank_Timeout
U0649,2026-02-24 21:15:00,Tuesday,21,Success,
U0650,2026-01-22 02:47:00,Thursday,2,Failed,Incorrect_UPI_PIN
U0651,2026-02-15 20:34:00,Sunday,20,Success,
U0652,2026-01-25 02:34:00,Sunday,2,Success,
U0653,2026-01-17 13:49:00,Saturday,13,Failed,Bank_Timeout
U0654,2026-01-07 08:46:00,Wednesday,8,Failed,Bank_Timeout
U0655,2026-03-01 00:09:00,Sunday,0,Success,
U0656,2026-01-10 10:50:00,Saturday,10,Success,
U0657,2026-02-05 01:28:00,Thursday,1,Failed,VPA_Invalid
U0658,2026-02-14 00:47:00,Saturday,0,Success,
U0659,2026-02-28 06:40:00,Saturday,6,Failed,VPA_Invalid
U0660,2026-02-23 19:44:00,Monday,19,Failed,Bank_Timeout
U0661,2026-02-04 22:01:00,Wednesday,22,Failed,Incorrect_UPI_PIN
U0662,2026-02-18 07:59:00,Wednesday,7,Failed,VPA_Invalid
U0663,2026-02-04 03:51:00,Wednesday,3,Success,
U0664,2026-02-17 05:11:00,Tuesday,5,Success,
U0665,2026-02-20 11:39:00,Friday,11,Success,
U0666,2026-01-01 08:46:00,Thursday,8,Failed,VPA_Invalid
U0667,2026-01-13 05:47:00,Tuesday,5,Success,
U0668,2026-01-21 05:18:00,Wednesday,5,Success,
U0669,2026-02-07 17:04:00,Saturday,17,Failed,Incorrect_UPI_PIN
U0670,2026-01-01 14:49:00,Thursday,14,Failed,Bank_Timeout
U0671,2026-01-07 19:41:00,Wednesday,19,Success,
U0672,2026-02-01 11:32:00,Sunday,11,Success,
U0673,2026-01-28 18:59:00,Wednesday,18,Success,
U0674,2026-02-23 21:15:00,Monday,21,Success,
U0675,2026-01-21 02:14:00,Wednesday,2,Failed,VPA_Invalid
U0676,2026-02-20 21:48:00,Friday,21,Success,
U0677,2026-01-01 01:46:00,Thursday,1,Failed,VPA_Invalid
U0678,2026-02-18 01:43:00,Wednesday,1,Success,
U0679,2026-01-30 16:57:00,Friday,16,Success,
U0680,2026-01-09 14:18:00,Friday,14,Failed,Incorrect_UPI_PIN
U0681,2026-01-17 18:50:00,Saturday,18,Success,
U0682,2026-01-18 18:24:00,Sunday,18,Failed,Bank_Timeout
U0683,2026-01-21 16:53:00,Wednesday,16,Failed,Bank_Timeout
U0684,2026-02-23 14:04:00,Monday,14,Success,
U0685,2026-02-16 22:38:00,Monday,22,Success,
U0686,2026-01-06 00:50:00,Tuesday,0,Failed,Bank_Timeout
U0687,2026-02-10 03:04:00,Tuesday,3,Failed,VPA_Invalid
U0688,2026-01-21 00:38:00,Wednesday,0,Success,
U0689,2026-02-06 03:24:00,Friday,3,Failed,Bank_Timeout
U0690,2026-02-14 09:40:00,Saturday,9,Success,
U0691,2026-02-21 14:01:00,Saturday,14,Failed,Bank_Timeout
U0692,2026-02-10 10:47:00,Tuesday,10,Failed,Incorrect_UPI_PIN
U0693,2026-02-14 01:56:00,Saturday,1,Failed,VPA_Invalid
U0694,2026-01-22 09:49:00,Thursday,9,Failed,Incorrect_UPI_PIN
U0695,2026-02-16 19:45:00,Monday,19,Failed,Bank_Timeout
U0696,2026-02-28 21:08:00,Saturday,21,Failed,VPA_Invalid
U0697,2026-01-10 13:05:00,Saturday,13,Failed,Incorrect_UPI_PIN
U0698,2026-02-23 01:24:00,Monday,1,Failed,VPA_Invalid
U0699,2026-02-13 15:11:00,Friday,15,Success,
U0700,2026-01-11 20:33:00,Sunday,20,Failed,Incorrect_UPI_PIN
U0701,2026-02-08 17:04:00,Sunday,17,Failed,Bank_Timeout
U0702,2026-02-15 18:30:00,Sunday,18,Success,
U0703,2026-01-12 10:36:00,Monday,10,Failed,VPA_Invalid
U0704,2026-02-23 23:50:00,Monday,23,Failed,VPA_Invalid
U0705,2026-01-17 10:44:00,Saturday,10,Failed,Bank_Timeout
U0706,2026-01-02 10:32:00,Friday,10,Failed,Incorrect_UPI_PIN
U0707,2026-01-21 07:08:00,Wednesday,7,Failed,VPA_Invalid
U0708,2026-02-22 05:08:00,Sunday,5,Failed,Bank_Timeout
U0709,2026-01-13 06:53:00,Tuesday,6,Success,
U0710,2026-01-30 18:31:00,Friday,18,Success,
U0711,2026-02-15 12:30:00,Sunday,12,Success,
U0712,2026-01-29 18:40:00,Thursday,18,Success,
U0713,2026-01-30 20:18:00,Friday,20,Failed,Incorrect_UPI_PIN
U0714,2026-01-31 01:50:00,Saturday,1,Failed,Bank_Timeout
U0715,2026-02-24 11:10:00,Tuesday,11,Failed,Incorrect_UPI_PIN
U0716,2026-02-15 17:34:00,Sunday,17,Success,
U0717,2026-01-25 01:27:00,Sunday,1,Failed,Incorrect_UPI_PIN
U0718,2026-01-31 15:29:00,Saturday,15,Failed,Incorrect_UPI_PIN
U0719,2026-02-23 17:33:00,Monday,17,Success,
U0720,2026-01-02 07:07:00,Friday,7,Failed,Incorrect_UPI_PIN
U0721,2026-01-12 23:38:00,Monday,23,Success,
U0722,2026-02-03 10:40:00,Tuesday,10,Failed,VPA_Invalid
U0723,2026-01-29 18:12:00,Thursday,18,Success,
U0724,2026-01-15 18:23:00,Thursday,18,Failed,VPA_Invalid
U0725,2026-02-17 20:23:00,Tuesday,20,Failed,VPA_Invalid
U0726,2026-02-04 19:48:00,Wednesday,19,Failed,Bank_Timeout
U0727,2026-02-11 15:01:00,Wednesday,15,Failed,VPA_Invalid
U0728,2026-01-01 23:57:00,Thursday,23,Failed,Incorrect_UPI_PIN
U0729,2026-02-26 12:35:00,Thursday,12,Success,
U0730,2026-01-14 09:45:00,Wednesday,9,Failed,VPA_Invalid
U0731,2026-01-24 18:40:00,Saturday,18,Success,
U0732,2026-01-28 22:00:00,Wednesday,22,Failed,Incorrect_UPI_PIN
U0733,2026-02-28 21:37:00,Saturday,21,Failed,VPA_Invalid
U0734,2026-01-21 11:36:00,Wednesday,11,Success,
U0735,2026-02-20 10:26:00,Friday,10,Failed,VPA_Invalid
U0736,2026-02-18 11:27:00,Wednesday,11,Success,
U0737,2026-01-28 21:16:00,Wednesday,21,Failed,VPA_Invalid
U0738,2026-02-11 11:24:00,Wednesday,11,Failed,VPA_Invalid
U0739,2026-02-26 00:11:00,Thursday,0,Failed,VPA_Invalid
U0740,2026-02-02 00:56:00,Monday,0,Failed,Incorrect_UPI_PIN
U0741,2026-02-19 08:14:00,Thursday,8,Failed,VPA_Invalid
U0742,2026-02-11 03:00:00,Wednesday,3,Success,
U0743,2026-01-10 00:57:00,Saturday,0,Success,
U0744,2026-01-23 02:16:00,Friday,2,Failed,Incorrect_UPI_PIN
U0745,2026-01-09 23:10:00,Friday,23,Success,
U0746,2026-02-13 01:35:00,Friday,1,Failed,Incorrect_UPI_PIN
U0747,2026-02-21 13:21:00,Saturday,13,Failed,Incorrect_UPI_PIN
U0748,2026-01-09 08:59:00,Friday,8,Failed,Bank_Timeout
U0749,2026-01-29 08:16:00,Thursday,8,Failed,VPA_Invalid
U0750,2026-02-22 10:21:00,Sunday,10,Success,
U0751,2026-01-28 15:15:00,Wednesday,15,Success,
U0752,2026-01-01 21:26:00,Thursday,21,Failed,Bank_Timeout
U0753,2026-02-24 06:07:00,Tuesday,6,Failed,Bank_Timeout
U0754,2026-02-24 01:20:00,Tuesday,1,Success,
U0755,2026-01-17 12:50:00,Saturday,12,Failed,Incorrect_UPI_PIN
U0756,2026-02-10 07:16:00,Tuesday,7,Failed,VPA_Invalid
U0757,2026-02-17 02:47:00,Tuesday,2,Failed,Bank_Timeout
U0758,2026-02-05 21:35:00,Thursday,21,Success,
U0759,2026-01-29 09:17:00,Thursday,9,Success,
U0760,2026-01-26 04:15:00,Monday,4,Success,
U0761,2026-01-01 19:45:00,Thursday,19,Failed,Incorrect_UPI_PIN
U0762,2026-01-14 17:09:00,Wednesday,17,Failed,Bank_Timeout
U0763,2026-01-21 08:28:00,Wednesday,8,Failed,VPA_Invalid
U0764,2026-01-05 23:13:00,Monday,23,Failed,VPA_Invalid
U0765,2026-01-26 17:33:00,Monday,17,Failed,Bank_Timeout
U0766,2026-02-17 16:21:00,Tuesday,16,Failed,Incorrect_UPI_PIN
U0767,2026-02-03 10:12:00,Tuesday,10,Failed,Incorrect_UPI_PIN
U0768,2026-02-14 21:38:00,Saturday,21,Failed,Incorrect_UPI_PIN
U0769,2026-01-12 02:42:00,Monday,2,Success,
U0770,2026-02-08 10:43:00,Sunday,10,Failed,Bank_Timeout
U0771,2026-01-06 03:28:00,Tuesday,3,Success,
U0772,2026-01-24 19:08:00,Saturday,19,Failed,Incorrect_UPI_PIN
U0773,2026-01-20 10:37:00,Tuesday,10,Failed,Incorrect_UPI_PIN
U0774,2026-02-13 03:53:00,Friday,3,Failed,VPA_Invalid
U0775,2026-01-30 22:25:00,Friday,22,Success,
U0776,2026-01-08 04:48:00,Thursday,4,Failed,Incorrect_UPI_PIN
U0777,2026-02-15 02:24:00,Sunday,2,Failed,VPA_Invalid
U0778,2026-01-30 19:23:00,Friday,19,Failed,VPA_Invalid
U0779,2026-03-01 21:07:00,Sunday,21,Success,
U0780,2026-02-06 03:12:00,Friday,3,Success,
U0781,2026-02-15 18:16:00,Sunday,18,Failed,Bank_Timeout
U0782,2026-01-03 04:35:00,Saturday,4,Success,
U0783,2026-01-10 18:16:00,Saturday,18,Success,
U0784,2026-02-16 05:25:00,Monday,5,Success,
U0785,2026-02-07 22:32:00,Saturday,22,Failed,VPA_Invalid
U0786,2026-01-28 04:11:00,Wednesday,4,Failed,Bank_Timeout
U0787,2026-02-16 19:16:00,Monday,19,Success,
U0788,2026-01-01 23:56:00,Thursday,23,Success,
U0789,2026-02-07 12:43:00,Saturday,12,Failed,Incorrect_UPI_PIN
U0790,2026-02-15 08:05:00,Sunday,8,Success,
U0791,2026-01-08 09:19:00,Thursday,9,Failed,Bank_Timeout
U0792,2026-01-27 16:41:00,Tuesday,16,Failed,VPA_Invalid
U0793,2026-02-23 09:13:00,Monday,9,Success,
U0794,2026-01-30 18:35:00,Friday,18,Failed,VPA_Invalid
U0795,2026-02-24 04:05:00,Tuesday,4,Failed,Incorrect_UPI_PIN
U0796,2026-01-03 11:44:00,Saturday,11,Success,
U0797,2026-01-01 03:18:00,Thursday,3,Failed,VPA_Invalid
U0798,2026-02-07 06:39:00,Saturday,6,Failed,Bank_Timeout
U0799,2026-02-28 15:32:00,Saturday,15,Success,
U0800,2026-01-26 10:45:00,Monday,10,Failed,Incorrect_UPI_PIN
U0801,2026-01-14 20:33:00,Wednesday,20,Success,
U0802,2026-01-16 13:50:00,Friday,13,Success,
U0803,2026-01-27 17:33:00,Tuesday,17,Success,
U0804,2026-02-22 19:55:00,Sunday,19,Failed,Bank_Timeout
U0805,2026-02-02 00:46:00,Monday,0,Failed,Incorrect_UPI_PIN
U0806,2026-02-15 21:08:00,Sunday,21,Success,
U0807,2026-02-28 09:04:00,Saturday,9,Failed,Bank_Timeout
U0808,2026-01-07 01:52:00,Wednesday,1,Success,
U0809,2026-01-02 05:14:00,Friday,5,Success,
U0810,2026-02-07 08:51:00,Saturday,8,Success,
U0811,2026-02-24 12:26:00,Tuesday,12,Failed,VPA_Invalid
U0812,2026-02-19 13:38:00,Thursday,13,Success,
U0813,2026-02-13 05:00:00,Friday,5,Success,
U0814,2026-02-08 05:04:00,Sunday,5,Failed,Incorrect_UPI_PIN
